credito;Fecha_desembolso;fecha_inicio_p70;fecha_vigencia;Duracion_p70;Duracion_p10;Saldo_capital_inicial;Saldo_capital_final;dias_mora_actual;prop_recuperado;tasa_recuperacion_anual;saldo_capital;tipo_producto;valor_pago_ttl_canc;LTV;valor_garantia_final;libre_inversion_o_vehicular;marca_refi_restru;garantia_anterior;LTV_ant;Valoracion_pd
163795;20190320,00;20210331;20240630;40; 25;71357677,81;0,00;0;1,000000000000000000000000;0,2926829268292683305929813;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,29268292682927
163883;20190322,00;20231231;20240630;7; 58;13287279,96;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
164986;20190415,00;20211130;20240630;32; 32;16427278,45;0,00;0;1,000000000000000000000000;0,3636363636363636464565730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36363636363636
165017;20190415,00;20220228;20240630;29; 35;10528361,40;0,00;0;1,000000000000000000000000;0,4000000000000000222044605;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,40000000000000
165112;20190417,00;20210531;20240630;38; 26;23077994,00;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
165132;20190417,00;20240430;20240630;3; 61;880294,36;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
165362;20190425,00;20210531;20240630;38; 26;14845563,25;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
165549;20190429,00;20211231;20240630;31; 33;29921537,76;0,00;0;1,000000000000000000000000;0,3750000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37500000000000
167107;20190520,00;20210531;20240630;38; 25;17638942,46;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
167673;20190617,00;20240430;20240630;3; 59;37147661,64;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
168844;20190710,00;20220731;20240630;24; 37;18332389,22;0,00;0;1,000000000000000000000000;0,4799999999999999822364316;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,48000000000000
168932;20190712,00;20210531;20240630;38; 23;42332627,91;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
168970;20190715,00;20201130;20240630;44; 17;23127662,48;0,00;0;1,000000000000000000000000;0,2666666666666666629659233;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,26666666666667
170698;20190822,00;20210531;20240630;38; 22;59025780,88;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
170792;20190826,00;20210331;20240630;40; 20;23214919,86;0,00;0;1,000000000000000000000000;0,2926829268292683305929813;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,29268292682927
171138;20190830,00;20211031;20240630;33; 27;26710035,95;0,00;0;1,000000000000000000000000;0,3529411764705882026404993;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,35294117647059
171274;20190827,00;20210531;20240630;38; 22;18108093,10;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
171455;20190903,00;20211231;20240630;31; 28;42167873,32;0,00;0;1,000000000000000000000000;0,3750000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37500000000000
171904;20190822,00;20210531;20240630;38; 21;35179175,24;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
172818;20190930,00;20210531;20240630;38; 21;45550562,00;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
173137;20191008,00;20210331;20240630;40; 18;51283919,00;0,00;0;1,000000000000000000000000;0,2926829268292683305929813;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,29268292682927
173453;20191017,00;20211231;20240630;31; 27;41520018,85;0,00;0;1,000000000000000000000000;0,3750000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37500000000000
174472;20191106,00;20210531;20240630;38; 19;38574652,10;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
175238;20191126,00;20240531;20240630;2; 55;596885,69;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
175337;20191122,00;20211231;20240630;31; 26;84114192,93;0,00;0;1,000000000000000000000000;0,3750000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37500000000000
175587;20191129,00;20210531;20240630;38; 19;36291633,95;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
175609;20191115,00;20211031;20240630;33; 24;6970693,07;0,00;0;1,000000000000000000000000;0,3529411764705882026404993;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,35294117647059
177067;20191224,00;20230531;20240630;14; 42;20380368,01;0,00;0;1,000000000000000000000000;0,8000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,80000000000000
178041;20191112,00;20211130;20240630;32; 23;35810565,00;0,00;0;1,000000000000000000000000;0,3636363636363636464565730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36363636363636
178512;20200130,00;20230430;20240630;15; 40;24671830,53;0,00;0;1,000000000000000000000000;0,7500000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,75000000000000
179369;20200214,00;20211231;20240630;31; 23;51979524,00;0,00;0;1,000000000000000000000000;0,3750000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37500000000000
179941;20200228,00;20220228;20240630;29; 25;26387291,31;0,00;0;1,000000000000000000000000;0,4000000000000000222044605;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,40000000000000
180508;20200317,00;20240229;20240630;5; 48;18399598,70;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
180733;20200311,00;20220531;20240630;26; 27;14458144,72;0,00;0;1,000000000000000000000000;0,4444444444444444197728217;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,44444444444444
181905;20200722,00;20240531;20240630;2; 47;28155870,25;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
183079;20200921,00;20231130;20240630;8; 39;2491349,52;0,00;0;1,000000000000000000000000;1,3333333333333332593184650;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,33333333333333
183305;20200930,00;20240430;20240630;3; 44;9606358,58;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
187260;20210125,00;20211231;20240630;31; 11;22925645,54;0,00;0;1,000000000000000000000000;0,3750000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37500000000000
187801;20210224,00;20230731;20240630;12; 30;47154095,14;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
188281;20210305,00;20220331;20240630;28; 13;4708390,56;0,00;0;1,000000000000000000000000;0,4137931034482758563264326;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,41379310344828
190028;20210423,00;20220731;20240630;24; 16;7499778,78;0,00;0;1,000000000000000000000000;0,4799999999999999822364316;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,48000000000000
190239;20210426,00;20211231;20240630;31;  9;9352446,07;0,00;0;1,000000000000000000000000;0,3750000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37500000000000
190512;20210430,00;20240430;20240630;3; 37;47349962,33;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
190532;20210430,00;20230531;20240630;14; 26;39661647,41;0,00;0;1,000000000000000000000000;0,8000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,80000000000000
190699;20210504,00;20230930;20240630;10; 29;1107650,76;0,00;0;1,000000000000000000000000;1,0909090909090908283474164;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,09090909090909
194045;20210730,00;20221231;20240630;19; 18;8971859,40;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
194205;20210730,00;20221231;20240630;19; 18;11689934,47;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
194440;20210802,00;20221231;20240630;19; 17;6607420,35;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
195403;20210823,00;20220930;20240630;22; 14;8969159,99;0,00;0;1,000000000000000000000000;0,5217391304347825942144823;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,52173913043478
195538;20210805,00;20230531;20240630;14; 22;6945386,63;0,00;0;1,000000000000000000000000;0,8000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,80000000000000
195544;20210825,00;20230731;20240630;12; 24;5705142,78;0,00;0;1,000000000000000000000000;0,9230769230769231281641396;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,92307692307692
195754;20210830,00;20240430;20240630;3; 33;34984288,56;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
196289;20210906,00;20221231;20240630;19; 16;8472596,05;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
196741;20210920,00;20240229;20240630;5; 30;17147613,64;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
196908;20210922,00;20240430;20240630;3; 32;497538,29;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
198671;20211026,00;20220930;20240630;22; 12;9366380,38;0,00;0;1,000000000000000000000000;0,5217391304347825942144823;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,52173913043478
201175;20211202,00;20230531;20240630;14; 18;43888588,80;0,00;0;1,000000000000000000000000;0,8000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,80000000000000
201468;20211210,00;20221231;20240630;19; 13;36919219,31;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
202939;20211229,00;20230531;20240630;14; 18;36900526,14;0,00;0;1,000000000000000000000000;0,8000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,80000000000000
203350;20220113,00;20230430;20240630;15; 16;35436192,35;0,00;0;1,000000000000000000000000;0,7500000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,75000000000000
203721;20220124,00;20240229;20240630;5; 26;59846900,00;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
203882;20220126,00;20231231;20240630;7; 24;1586788,10;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
204202;20220131,00;20240531;20240630;2; 29;62784119,11;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
204291;20220131,00;20221231;20240630;19; 12;60189814,27;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
204327;20220131,00;20240229;20240630;5; 26;47987307,55;0,00;0;1,000000000000000000000000;2,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000
205654;20220228,00;20231231;20240630;7; 23;14733746,84;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
205733;20220228,00;20230531;20240630;14; 16;59832540,29;0,00;0;1,000000000000000000000000;0,8000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,80000000000000
205813;20220302,00;20221231;20240630;19; 10;31609620,81;0,00;0;1,000000000000000000000000;0,6000000000000000888178420;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,60000000000000
207052;20220331,00;20240331;20240630;4; 25;32811287,44;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
207584;20220413,00;20230531;20240630;14; 14;29440859,93;0,00;0;1,000000000000000000000000;0,8000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,80000000000000
207956;20220422,00;20240531;20240630;2; 26;55891311,46;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
209189;20220512,00;20230930;20240630;10; 17;7939047,00;0,00;0;1,000000000000000000000000;1,0909090909090908283474164;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,09090909090909
209718;20220513,00;20230531;20240630;14; 13;12190306,31;0,00;0;1,000000000000000000000000;0,8000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,80000000000000
212562;20220530,00;20240531;20240630;2; 23;69361946,68;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
212936;20220729,00;20231231;20240630;7; 18;79627212,89;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
216998;20221206,00;20240430;20240630;3; 17;903860,18;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
218291;20221222,00;20230531;20240630;14;  5;34895207,00;0,00;0;1,000000000000000000000000;0,8000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,80000000000000
218431;20230130,00;20240430;20240630;3; 16;44900648,28;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
218871;20230209,00;20240531;20240630;2; 16;55828230,46;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
219157;20230221,00;20240630;20240630;1; 17;88689479,52;0,00;0;1,000000000000000000000000;6,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,00000000000000
219781;20230228,00;20240331;20240630;4; 14;140900000,00;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
219848;20230306,00;20231231;20240630;7; 10;119990000,00;0,00;0;1,000000000000000000000000;1,5000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,50000000000000
220081;20230315,00;20240531;20240630;2; 15;23205828,68;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
220357;20230323,00;20240531;20240630;2; 15;38316526,11;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
220432;20230327,00;20240331;20240630;4; 13;94990000,00;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
221477;20230421,00;20240531;20240630;2; 14;180990000,00;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
221917;20230428,00;20240430;20240630;3; 13;93792298,86;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
224708;20230722,00;20240630;20240630;1; 12;1694673,71;0,00;0;1,000000000000000000000000;6,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,00000000000000
225064;20230810,00;20240531;20240630;2; 10;79195027,21;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
90394;20130522,00;20170930;20240731;83; 53;2984573,01;0,00;0;1,000000000000000000000000;0,1428571428571428492126927;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,14285714285714
93937;20131003,00;20171231;20240731;80; 51;20697310,91;0,00;0;1,000000000000000000000000;0,1481481481481481399242739;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,14814814814815
101182;20140707,00;20170930;20240731;83; 39;17556627,12;0,00;0;1,000000000000000000000000;0,1428571428571428492126927;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,14285714285714
121978;20160428,00;20180731;20240731;73; 28;9939714,21;0,00;0;1,000000000000000000000000;0,1621621621621621711639705;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16216216216216
123718;20160617,00;20191130;20240731;57; 42;24706827,45;0,00;0;1,000000000000000000000000;0,2068965517241379281632163;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,20689655172414
125952;20160810,00;20180731;20240731;73; 24;28072755,16;0,00;0;1,000000000000000000000000;0,1621621621621621711639705;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16216216216216
126320;20160819,00;20180731;20240731;73; 24;21105009,49;0,00;0;1,000000000000000000000000;0,1621621621621621711639705;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16216216216216
126743;20160829,00;20180731;20240731;73; 24;29019700,71;0,00;0;1,000000000000000000000000;0,1621621621621621711639705;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16216216216216
127836;20160921,00;20220831;20240731;24; 72;859086,55;0,00;0;1,000000000000000000000000;0,4799999999999999822364316;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,48000000000000
133514;20170123,00;20180831;20240731;72; 20;17817403,77;0,00;0;1,000000000000000000000000;0,1643835616438356073132354;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16438356164384
138591;20170202,00;20200531;20240731;51; 37;51753188,49;0,00;0;1,000000000000000000000000;0,2307692307692307820410349;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,23076923076923
139266;20170612,00;20230930;20240731;11; 76;7332511,46;0,00;0;1,000000000000000000000000;1,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,00000000000000
139592;20170623,00;20181031;20240731;70; 17;55204297,80;0,00;0;1,000000000000000000000000;0,1690140845070422503937380;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16901408450704
142993;20171013,00;20210331;20240731;41; 42;25551741,37;0,00;0;1,000000000000000000000000;0,2857142857142856984253854;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,28571428571429
144035;20171111,00;20210531;20240731;39; 43;17360858,59;0,00;0;1,000000000000000000000000;0,3000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30000000000000
144681;20171124,00;20181031;20240731;70; 12;28109580,05;0,00;0;1,000000000000000000000000;0,1690140845070422503937380;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16901408450704
145465;20171220,00;20200630;20240731;50; 31;17974739,80;0,00;0;1,000000000000000000000000;0,2352941176470588202640499;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,23529411764706
145647;20171226,00;20240430;20240731;4; 77;4184010,62;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
146344;20180118,00;20211231;20240731;32; 48;35003199,92;0,00;0;1,000000000000000000000000;0,3636363636363636464565730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36363636363636
147108;20180214,00;20211231;20240731;32; 47;21719809,49;0,00;0;1,000000000000000000000000;0,3636363636363636464565730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36363636363636
147765;20180228,00;20240531;20240731;3; 76;6292992,54;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
147869;20180228,00;20231130;20240731;9; 70;5234851,15;0,00;0;1,000000000000000000000000;1,2000000000000001776356839;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,20000000000000
148664;20180324,00;20240229;20240731;6; 72;9887647,90;0,00;0;1,000000000000000000000000;1,7142857142857141905523122;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,71428571428571
149300;20180411,00;20230531;20240731;15; 62;6691088,29;0,00;0;1,000000000000000000000000;0,7500000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,75000000000000
149372;20180413,00;20210630;20240731;38; 39;49397537,57;0,00;0;1,000000000000000000000000;0,3076923076923077093880465;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30769230769231
150730;20180521,00;20230531;20240731;15; 61;13844509,45;0,00;0;1,000000000000000000000000;0,7500000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,75000000000000
151026;20180529,00;20240630;20240731;2; 74;547015,41;0,00;0;1,000000000000000000000000;4,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,00000000000000
152352;20180629,00;20240229;20240731;6; 69;63713,22;0,00;0;1,000000000000000000000000;1,7142857142857141905523122;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,71428571428571
152446;20180704,00;20220228;20240731;30; 44;6559539,14;0,00;0;1,000000000000000000000000;0,3870967741935483763526804;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,38709677419355
152677;20180713,00;20240531;20240731;3; 71;6163567,59;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
154055;20180823,00;20211231;20240731;32; 41;21597324,59;0,00;0;1,000000000000000000000000;0,3636363636363636464565730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36363636363636
154750;20180903,00;20240430;20240731;4; 68;9984661,33;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
155251;20180920,00;20210531;20240731;39; 33;11096017,33;0,00;0;1,000000000000000000000000;0,3000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30000000000000
155597;20180924,00;20230531;20240731;15; 57;6338921,15;0,00;0;1,000000000000000000000000;0,7500000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,75000000000000
156060;20181004,00;20211231;20240731;32; 39;25220922,02;0,00;0;1,000000000000000000000000;0,3636363636363636464565730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36363636363636
156734;20181025,00;20211130;20240731;33; 38;19513034,91;0,00;0;1,000000000000000000000000;0,3529411764705882026404993;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,35294117647059
157507;20181109,00;20200331;20240731;53; 17;37759249,56;0,00;0;1,000000000000000000000000;0,2222222222222222098864108;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,22222222222222
157752;20181120,00;20210331;20240731;41; 29;41930037,35;0,00;0;1,000000000000000000000000;0,2857142857142856984253854;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,28571428571429
158406;20181122,00;20210531;20240731;39; 31;13240453,72;0,00;0;1,000000000000000000000000;0,3000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30000000000000
158790;20181204,00;20210531;20240731;39; 30;22912539,97;0,00;0;1,000000000000000000000000;0,3000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30000000000000
159397;20181214,00;20240430;20240731;4; 65;6980317,83;0,00;0;1,000000000000000000000000;2,4000000000000003552713679;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,40000000000000
159426;20181214,00;20210331;20240731;41; 28;16998889,99;0,00;0;1,000000000000000000000000;0,2857142857142856984253854;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,28571428571429
160675;20181228,00;20211231;20240731;32; 37;46390159,77;0,00;0;1,000000000000000000000000;0,3636363636363636464565730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36363636363636
161080;20190110,00;20220228;20240731;30; 38;43963021,18;0,00;0;1,000000000000000000000000;0,3870967741935483763526804;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,38709677419355
161310;20190117,00;20210531;20240731;39; 29;28777031,27;0,00;0;1,000000000000000000000000;0,3000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30000000000000
161319;20190114,00;20191231;20240731;56; 12;29519030,63;0,00;0;1,000000000000000000000000;0,2105263157894736725239682;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,21052631578947
161388;20190121,00;20240531;20240731;3; 65;9456885,34;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
161942;20190128,00;20210531;20240731;39; 29;15880810,28;0,00;0;1,000000000000000000000000;0,3000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30000000000000
162493;20190208,00;20211231;20240731;32; 35;14786691,63;0,00;0;1,000000000000000000000000;0,3636363636363636464565730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36363636363636
162518;20190215,00;20221231;20240731;20; 47;22952879,46;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
162848;20190226,00;20211231;20240731;32; 35;19569742,70;0,00;0;1,000000000000000000000000;0,3636363636363636464565730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36363636363636
163476;20190305,00;20221231;20240731;20; 46;12236937,60;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
163565;20190314,00;20221130;20240731;21; 45;15657476,20;0,00;0;1,000000000000000000000000;0,5454545454545454141737082;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,54545454545455
163740;20190319,00;20211231;20240731;32; 34;40334284,60;0,00;0;1,000000000000000000000000;0,3636363636363636464565730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36363636363636
163865;20190321,00;20240531;20240731;3; 63;8645033,07;0,00;0;1,000000000000000000000000;3,0000000000000000000000000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,00000000000000
164061;20190327,00;20210531;20240731;39; 27;31475810,04;0,00;0;1,000000000000000000000000;0,3000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30000000000000
164179;20190320,00;20200331;20240731;53; 13;5662045,04;0,00;0;1,000000000000000000000000;0,2222222222222222098864108;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,22222222222222
165527;20190428,00;20210331;20240731;41; 24;50275750,72;0,00;0;1,000000000000000000000000;0,2857142857142856984253854;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,28571428571429
165952;20190503,00;20210531;20240731;39; 25;29213346,65;0,00;0;1,000000000000000000000000;0,3000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30000000000000
166537;20190522,00;20221231;20240731;20; 44;11999561,65;0,00;0;1,000000000000000000000000;0,5714285714285713968507707;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,57142857142857
167354;20190604,00;20210531;20240731;39; 24;27289866,11;0,00;0;1,000000000000000000000000;0,3000000000000000444089210;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,30000000000000
